video_id;title;publish_date;video_length_seconds;wiedergabezeit_minuten;durchschnittliche_wiedergabedauer;durchschnittliche_wiedergabedauer_prozent;gewonnene_abonnenten;verlorene_abonnenten;aufrufe;likes;dislikes;geteilte_inhalte;kommentare;audience_female_age18-24;audience_male_age18-24;audience_female_age25-34;audience_male_age25-34;audience_female_age35-44;audience_male_age35-44;audience_female_age45-54;audience_male_age45-54;audience_female_age55-64;audience_male_age55-64;audience_female_age65-;audience_male_age65-;audience_female_age13-17;audience_male_age13-17;Neue Zuschauer;Klicks auf Abspannelement;Klicks auf Infokartenteaser;Klicks auf Infokarte;Mag ich nicht-Bewertungen;Im Feed angezeigt;Impressionen;Klickrate der Impressionen (%);Thema;Bewertung_Titel;Gestaltung_Thumbnail
rr92gZgA6ag;Wichtige Versorgung aus der Luft: Drohnen bringen in der Ukraine nicht nur den Tod | ntv;15.11.2024 14:56;151;3608;70,0;46,42;0,0;0;3089;44;6;4;16,0;;;;7,4;1,1;12,0;1,2;16,1;2,1;21,1;6,8;32,1;;;233,0;29;0;0;6;0;57849,0;3,68;Krieg;8,0;3
1i7MKCXBvMk;NGO-Chef: Mitarbeiter in Israel seien gezielt angegriffen worden | ntv;04.04.2024 17:18;182;3501;85,0;46,88;1,0;3;2462;64;10;33;27,0;;2,9;1,1;16,7;1,5;11,4;4,9;13,1;8,4;13,4;10,8;15,6;;;300,0;0;0;0;10;0;44371,0;3,27;Krieg;8,0;1
BVvUJdWk5aY;Entdeckung im Pazifik: Meeresforscher finden vier neue Oktopusarten | #ntv #shorts;19.01.2024 11:42;59;1524;27,0;46,94;2,0;0;3303;64;1;8;0,0;2,7;11,8;3,0;15,9;3,1;14,1;3,2;10,9;4,0;11,4;5,5;12,2;10,0;11,0;1231,0;0;0;0;1;6202;10137,0;3,66;Sonstiges;7,0;2
LhwfqfK08hI;Künstliche Intelligenz wird menschlicher | ntv;14.05.2024 13:38;119;559;56,0;47,37;0,0;0;596;8;0;8;8,0;;;;;;;;;;;;;;;196,0;0;0;0;0;0;12564,0;1,88;Wirtschaft;6,0;1
7lmbUWdHNGo;Preissteigerung beim Kaffee - damit müssen Verbraucher rechnen | #ntv;27.11.2024 13:30;94;355;45,0;48,62;0,0;0;467;8;4;7;5,0;;;;;;;;;;;;;;;36,0;0;0;0;4;975;10572,0;1,63;Wirtschaft;8,0;2
w6Mgt7gGTlE;"""""""Rattenrennen, wer 'den Ausländer' schlechter behandelt"""" - Augstein fährt Blome zum Kanzler | ntv""";13.09.2024 08:14;233;7138;114,0;48,97;2,0;1;3754;57;36;33;34,0;;;;6,1;0,7;9,9;2,6;14,1;7,8;20,1;13,8;24,9;;;123,0;0;0;0;36;0;51165,0;4,91;Politik;6,0;3
K7fJrzBrihc;"""Wiederholungstäter Höcke nutzt weiter SA-Parolen - Von Lucke: """"geschicktes Spiel""""  | ntv""";07.05.2024 16:27;221;16209;109,0;49,68;10,0;0;8858;103;146;38;208,0;;3,5;0,5;10,0;0,7;10,8;1,8;12,1;5,6;16,9;12,5;25,7;;;1317,0;20;0;0;146;0;82506,0;6,66;Politik;7,0;1
S1X3FPQWLdI;Israelis ziehen mit Fackeln vor Netanjahus Haus | #ntv #shorts #israel #netanyahu;03.04.2024 15:52;50;1830;25,0;51,82;1,0;0;4240;75;3;18;14,0;;1,5;0,5;4,9;1,2;12,1;0,9;12,4;2,9;27,2;8,1;28,4;;;250,0;0;0;0;3;6318;7063,0;2,0;Krieg;6,0;2
rRpDpfVdOeQ;"""Namhafte Unterstützung für Harris: Michelle Obama warnt vor """"falschem Wahlausgang"""" | ntv""";27.10.2024 13:20;127;15270;67,0;52,98;5,0;5;13617;101;165;36;179,0;0,6;4,3;1,6;11,8;3,1;12,9;3,8;13,5;7,1;16,9;8,6;15,7;;;1690,0;117;3;0;165;0;317379,0;2,54;Politik;7,0;3
rBnNRVylQo8;Mehr zum Leben als #David gegen #Goliath seht ihr in der neuen Folge Auslandsreport auf RTL+;19.03.2024 17:26;60;1372;31,0;53,28;2,0;0;2576;46;8;4;1,0;1,0;8,0;2,3;16,8;2,7;14,2;2,5;14,9;2,7;18,2;4,2;12,5;;;656,0;0;0;0;8;9335;8254,0;1,64;Sonstiges;5,0;2
3IVw8kkBCxQ;"""LNG-Lieferungen sogar gestiegen - """"Haben die ganze Zeit weiter Gas aus Russland bezogen"""" | ntv""";20.06.2024 09:18;116;8176;61,0;53,34;3,0;0;7928;106;11;42;40,0;;1,0;;4,2;1,1;8,2;1,3;12,4;4,2;23,2;8,7;35,7;;;309,0;0;0;0;11;0;70733,0;5,75;Wirtschaft;7,0;2
2UCh0aC1UZo;Vogelgrippe-Ausbruch - Milchproben in Bad Bentheim aber bisher frei von H5N1 | ntv;12.07.2024 14:46;121;4987;64,0;0,0;2,0;0;4623;85;32;98;75,0;;1,9;1,8;5,6;4,0;9,8;6,8;12,6;14,0;16,5;12,7;14,3;;;375,0;34;0;0;32;0;51297,0;5,43;Sonstiges;7,0;1
1p__yxGO7PU;Mindestens drei Tote durch Tornados in den USA | #ntv #shorts #usa #tornado;10.05.2024 12:21;56;1120;30,0;53,61;0,0;0;2239;33;5;14;0,0;;2,8;;4,5;;4,2;1,3;5,1;9,4;18,1;22,8;31,7;;;517,0;0;0;0;5;5575;9951,0;1,76;Sonstiges;6,0;2
AYI1Uh9GndI;Foto des IS soll Solinger Attentäter zeigen - Scholz besucht Tatort | ntv;26.08.2024 08:41;89;11227;48,0;54,51;14,0;0;13887;83;79;23;207,0;3,2;9,6;6,5;19,2;5,7;13,9;4,7;8,4;5,9;8,0;7,3;7,8;;;4104,0;0;0;0;79;0;822881,0;1,21;Sonstiges;7,0;3
dyZ9p0kpGVE;Argentinien: Bergretter finden Leiche einer 19-jährigen Deutschen | #ntv #shorts;28.05.2024 16:16;60;5546;32,0;54,51;6,0;0;10175;71;11;10;7,0;0,6;5,4;1,5;12,8;2,6;15,2;2,8;12,8;5,5;15,3;9,0;16,6;;;1164,0;0;0;0;11;18042;12859,0;2,63;Sonstiges;7,0;2
A0LVL3EFQ-s;Pompeji: Archäologen entdecken Skelette von Vulkanausbruch | #ntv #shorts #pompeii #archeology;14.08.2024 11:39;48;1912;26,0;54,62;8,0;0;4376;86;4;2;1,0;0,9;12,9;2,4;25,7;1,0;19,0;0,9;6,7;2,7;12,6;4,0;11,4;;;203,0;0;0;0;4;9248;21753,0;3,31;Sonstiges;6,0;2
icGRNm81z14;"""Habeck will Unternehmen mit """"Deutschlandfonds"""" boosten - Lindner übt Kritik | ntv""";23.10.2024 09:10;120;27503;65,0;54,79;21,0;0;25099;290;130;82;422,0;0,5;4,5;1,4;14,7;1,8;13,4;2,7;11,0;6,0;15,5;10,0;18,5;;;1914,0;222;4;0;130;0;827618,0;2,25;Wirtschaft;7,0;3
tzHdLlNzpFM;"""Scholz """"hat die Schröder-Linie kopiert"""" - Politologe Von Lucke im ntv Frühstart | ntv""";28.03.2024 13:33;420;61886;231,0;55,06;17,0;1;16057;248;38;39;65,0;;0,6;0,2;2,5;0,7;5,3;1,7;8,0;5,7;18,8;18,7;37,7;;;1025,0;0;0;0;38;0;182216,0;5,51;Politik;7,0;3
TsISYLovyC8;Riesen-Anakonda im Amazonas: Forscher entdecken wohl größte Schlange der Welt | #ntv #anakonda;27.02.2024 15:42;47;50193;25,0;55,12;24,0;0;116241;235;17;154;0,0;0,4;0,9;1,5;3,2;3,9;8,1;5,0;10,1;10,4;19,8;13,0;23,6;0,0;1,0;39888,0;0;0;0;17;19039;9143,0;2,75;Sonstiges;6,0;2
Rcctu8j-Dpw;"""""""Niemals hinnehmen"""" - Scholz zu russischer Spionage - Auch in Polen Agent festgenommen  | ntv""";19.04.2024 08:49;81;40967;44,0;55,51;19,0;0;54667;325;256;82;320,0;0,8;7,7;1,7;18,1;2,0;17,8;2,4;12,9;3,6;13,2;5,3;14,4;;1,0;9414,0;169;0;0;256;0;1735271,0;1,91;Krieg;6,0;2
DAC6CuDAbG8;"""Atomwaffen im All? - """"Davor sollten sie Angst haben!"""" - Schoigu rezitiert Putin Waffen-Liste | ntv""";21.02.2024 13:41;131;7142;74,0;57,25;1,0;0;5714;53;17;16;0,0;;3,1;;9,1;1,1;15,2;2,0;14,5;2,8;21,4;5,6;25,3;;;252,0;89;0;0;17;0;47003,0;6,42;Krieg;6,0;1
e4VEHiWCQmw;Bluttat in Kansas: Eine Tote bei Super-Bowl-Feier | ntv;15.02.2024 11:17;110;68549;64,0;58,21;42,0;2;64237;420;57;207;0,0;1,2;8,1;2,7;17,9;3,7;17,4;4,0;12,0;5,8;11,4;6,4;9,2;;1,0;17056,0;0;0;0;57;0;1766228,0;2,78;Sonstiges;8,0;2
oar58icxNls;Deutschlandweites Messerverbot tritt in Kraft - Kontrolle obliegt nun Polizei | ntv;01.11.2024 17:17;104;11022;60,0;58,27;5,0;0;10914;113;85;79;150,0;0,4;7,4;1,6;20,5;2,2;19,2;2,0;15,8;3,2;14,3;3,1;10,2;;;1167,0;37;3;3;85;0;193145,0;3,65;Politik;7,0;2
VUcK1BI1Vb4;Ups! Was bohrt denn da im U-Bahn-Tunnel in Istanbul? | #ntv #istanbul #ubahn;22.01.2024 17:00;58;2960;33,0;58,61;5,0;0;5225;72;9;75;0,0;;2,7;;8,3;1,0;13,7;0,8;12,8;3,6;20,4;8,6;28,2;;;626,0;0;0;0;9;8289;19535,0;2,96;Sonstiges;7,0;2
2NKfAgTEnYc;Spanische Polizei fängt Drogenschmuggler im Schlauchboot | #ntv #shorts;16.01.2024 19:30;51;863;30,0;59,22;0,0;0;1716;31;1;1;0,0;;5,2;;10,9;;17,4;;20,6;3,0;23,8;2,7;16,4;;;387,0;0;0;0;1;3398;15016,0;1,53;Sonstiges;6,0;2
Jo9eWJQ4G-8;Omid Nouripour zu den Wahlergebnissen in Thüringen und Sachsen | ntv;01.09.2024 19:21;100;67419;59,0;59,47;28,0;5;68022;553;1772;235;1644,0;0,7;5,6;1,7;14,7;2,3;18,0;2,8;14,5;5,2;15,8;5,9;12,5;;;9152,0;423;0;0;1772;0;2369012,0;1,97;Politik;7,0;3
ehAG2edVcGw;"""Polizei ging """"mit gezogener Waffe"""" durch Moschee - Vollmer bei Razzia in Hamburg | ntv""";24.07.2024 12:27;192;24609;114,0;59,53;16,0;0;12918;280;16;70;186,0;0,4;3,1;1,1;8,6;2,5;11,6;3,8;11,8;8,0;15,5;14,2;19,3;;;1344,0;97;0;0;16;0;165874,0;4,74;Sonstiges;7,0;1
y3EzVIe_Z0E;Oklahoma: Mehrere Tornados richten Verwüstung an | #ntv #shorts #oklahoma #tornado;08.05.2024 12:31;47;605;28,0;59,93;3,0;0;1289;24;5;12;0,0;;;;;;11,3;;12,9;6,3;21,1;21,1;27,2;;;110,0;0;0;0;5;3459;8700,0;1,09;Sonstiges;7,0;3
8UdU7QAxJq8;Kreml-Propagandist soll AfD-Abgeordneten beraten haben | #ntv #shorts;02.02.2024 12:03;48;2225;29,0;60,52;3,0;0;4597;64;62;29;0,0;;1,5;0,5;2,4;0,4;6,8;0,8;10,3;5,4;23,0;15,8;33,2;;;198,0;0;0;0;62;6851;16249,0;2,58;Politik;8,0;3
bcQhtmVEOSE;Umstrittener Parteitag endet: AfD will von USA abrücken - Richtung China und Russland | ntv;01.07.2024 10:51;83;4347;50,0;60,68;0,0;0;5180;79;57;24;90,0;;2,4;0,8;7,6;1,3;9,4;2,7;10,6;6,2;16,2;15,4;27,4;;;310,0;68;0;0;57;0;89551,0;3,38;Politik;7,0;1
frox4jrqDIA;Polizei stürmt Blaue Moschee - Faeser verbietet Islamische Zentrum Hamburg | ntv;24.07.2024 10:18;101;17963;62,0;61,86;15,0;1;17251;427;36;183;436,0;1,0;6,1;2,3;13,7;3,0;12,6;3,7;10,7;7,6;13,6;10,6;15,1;;;2439,0;147;0;0;36;0;210683,0;4,53;Sonstiges;7,0;1
V4jaeFvEhQY;Mindestens 27 Tornados in Florida: Videos aus der Luft zeigen Ausmaß der Hurrikan-Verwüstung | ntv;11.10.2024 09:56;110;58173;68,0;62,16;32,0;2;51045;274;8;119;72,0;1,0;5,0;4,3;15,6;5,8;15,3;5,5;10,1;8,9;11,2;7,7;9,4;;1,0;7546,0;957;0;0;8;0;698074,0;5,33;Sonstiges;6,0;2
3tYyiSCo5wE;Alte und neue Minister treffen nach Ampel-Aus aufeinander | ntv;12.11.2024 18:45;60;2165;38,0;63,87;1,0;0;3391;43;9;4;8,0;;;;5,2;;7,8;1,6;9,3;5,8;18,8;18,9;32,8;;;54,0;0;0;0;9;4629;29128,0;3,59;Politik;8,0;3
Qotm0uLQlIc;"""Raisi war wichtiger Partner - Munz: """"Der Kreml schaut ganz genau Richtung Iran"""" | ntv""";20.05.2024 10:07;86;38212;55,0;64,18;33,0;3;41542;293;78;58;131,0;0,7;6,3;1,5;13,6;2,0;12,5;2,5;11,1;5,4;15,4;9,0;19,8;;;8943,0;251;0;0;78;0;2001334,0;1,46;Krieg;7,0;3
2WLc0KY9M5s;"""CDU-Generalsekretär Carsten Linnemann zum Bahnstreik: """"Ist nicht verhältnismäßig"""" | #ntv #shorts""";23.01.2024 15:00;44;3620;28,0;65,55;1,0;0;7531;89;64;13;0,0;0,3;3,1;0,5;5,9;1,0;6,9;1,6;7,3;6,5;18,8;18,1;30,2;;;791,0;0;0;0;65;16195;22283,0;2,92;Wirtschaft;6,0;3
uTENIqDHYRE;"""""""Sie nennen es 'Ballermann'"""": Mallorquiner werfen Deutschen fehlenden Respekt vor | ntv""";12.08.2024 16:46;89;51337;58,0;65,66;32,0;0;52713;758;116;200;531,0;0,5;3,2;1,6;11,4;2,3;13,8;3,2;12,5;6,6;16,7;9,8;18,4;;;5831,0;281;16;0;116;0;1428136,0;2,42;Sonstiges;7,0;3
RF1eXuhzR2g;"""Holocaust """"halt auch geil"""" - Recherche zeigt Verbindung zwischen AfD und Identitären | ntv""";28.08.2024 09:21;124;15501;81,0;65,75;9,0;1;11407;136;189;217;208,0;1,6;10,4;2,9;24,0;2,8;21,2;2,6;14,9;2,1;9,3;2,1;6,0;;;3934,0;0;0;0;189;0;55219,0;12,51;Politik;7,0;3
DgXUDzMTzuk;Scharfschütze sah Attentäter 20 Minuten vorher auf Dach - Details zu Trump-Mordversuch | ntv;19.07.2024 17:46;101;65681;68,0;67,91;33,0;2;57454;564;49;342;151,0;0,6;4,0;1,5;10,3;2,2;14,6;2,8;14,0;5,4;19,0;7,1;18,6;;;9131,0;540;0;0;49;0;486549,0;6,11;Sonstiges;6,0;1
LH0wntmiFD4;Türkei: Propantank in Wohnviertel explodiert  fünf Tote | #ntv #shorts #turkey;01.07.2024 11:54;39;1111;26,0;68,33;0,0;0;2502;19;3;15;4,0;;1,9;;6,5;;11,7;2,2;12,4;4,7;20,2;13,6;26,7;;;52,0;0;0;0;3;4837;10335,0;2,48;Sonstiges;7,0;2
Fr0dB65h0uM;"""Neue Zecken-Art im Anmarsch! """"Hyalomma sind Jäger"""" | ntv""";22.03.2024 16:00;93;3698;64,0;69,45;4,0;0;3436;57;2;58;9,0;;;;7,0;3,7;19,9;3,1;13,9;7,9;16,3;8,6;19,7;;;359,0;9;0;0;2;0;30722,0;5,49;Sonstiges;8,0;1
03l3IR_W6s8;Ukrainische Jak-52 holt russische Drohne vom Himmel | #ntv #shorts #ukraine #drohne #russland;29.04.2024 10:08;44;22531;31,0;71,78;13,0;0;42804;402;131;36;0,0;0,0;2,8;0,2;7,1;0,4;11,1;0,6;14,3;2,0;25,0;4,8;31,2;;2,0;3354,0;0;0;0;131;61218;14741,0;3,75;Krieg;6,0;2
qu7ZnyiIr90;Passagiere rausgeschleudert: Russische Straßenbahn entgleist | #ntv #shorts #russland #unfall;06.06.2024 12:13;42;6237;30,0;0,0;2,0;0;12394;100;15;92;0,0;;1,2;0,4;4,7;1,0;9,1;1,5;12,6;4,4;21,9;10,6;32,7;;;799,0;0;0;0;15;14982;19461,0;3,84;Sonstiges;7,0;2
snGLVPNE87s;"""""""Die Geduld ist bei allen am Ende"""" - Katarina Barley, EU-Spitzenkandidatin der SPD im Frühstart #ntv""";01.02.2024 11:11;38;5418;28,0;0,0;8,0;0;11242;169;158;53;0,0;0,4;1,5;0,6;2,4;0,5;4,5;1,0;8,9;6,3;22,8;14,9;36,2;;;777,0;0;0;0;158;17627;10606,0;4,3;Politik;6,0;3
qaZ0J8Q7TXc;New York: The Portal nach Nackt-Aktion geschlossen | #ntv #shorts #newyork;15.05.2024 15:02;60;3633;45,0;76,19;2,0;0;4769;75;15;12;13,0;;1,8;;7,5;0,6;11,8;;11,8;4,7;20,4;11,9;29,7;;;412,0;0;0;0;15;6524;9491,0;4,58;Sonstiges;7,0;2
XfWwvvPGtgE;"""""""Niemand darf das Schutzrecht in diesem Land ausnutzen"""" - Lars Klingbeil (SPD) im #ntv Frühstart""";04.09.2024 12:48;57;19970;48,0;85,01;8,0;0;24728;288;127;74;221,0;;0,6;0,1;3,4;0,6;5,7;1,5;8,6;7,4;21,6;17,8;32,7;;;150,0;0;0;0;127;27576;235536,0;5,8;Politik;6,0;3
rey4jJ3CsBw;"""GDL-Chef Weselsky zu einer Zukunft als Bahn-Chef: """"Kein klares Nein."""" | #ntv #shorts #gdl""";10.01.2024 15:30;35;2725;30,0;86,52;5,0;1;5400;141;16;32;0,0;0,4;9,0;;20,4;0,7;13,7;0,7;8,8;3,4;14,1;8,2;20,6;;;812,0;0;0;0;16;8377;31368,0;4,54;Wirtschaft;7,0;3
75kvEns-XkA;LIVE: Scholz' Regierungserklärung und anschließende Aussprache in voller Länge | ntv;13.11.2024 15:50;7738;319964;816,0;0,0;56,0;0;23499;179;72;133;53,0;0,7;4,4;1,8;11,0;2,9;14,4;3,5;11,5;7,0;14,7;10,0;18,0;;;4351,0;0;0;0;72;0;387164,0;4,14;Live;7,0;2
fQZGn16Q1p4;Grauer Betonregen bedeckt Autos in Manila | #ntv;15.11.2024 15:51;25;3916;22,0;89,98;1,0;0;10447;115;4;10;8,0;;0,8;0,2;4,5;0,9;7,5;2,3;9,2;6,6;20,0;16,5;31,5;;;298,0;0;0;0;4;15777;26283,0;2,31;Sonstiges;6,0;2
l2LVrG0G8DQ;LIVE: Regierungsbefragung  der Minister Faser und Wissing;09.10.2024 13:36;1943;15385;182,0;0,0;2,0;1;5046;69;34;21;0,0;;0,8;;3,3;0,9;5,9;3,1;8,3;7,9;18,3;17,0;34,4;;;410,0;0;0;0;34;0;37763,0;3,65;Live;8,0;3
yYoJnmezyEM;Bizarre Trump-Show in New York liefert nächsten Skandal | #ntv;28.10.2024 13:41;42;21238;43,0;104,68;9,0;0;28984;428;109;61;66,0;0,3;2,2;0,9;7,4;1,3;11,0;2,2;12,1;5,7;20,5;11,5;24,8;;;463,0;0;0;0;109;37173;48765,0;4,12;Politik;8,0;3
W31ueEDNxc4;"""""""Es braucht einen Neustart für unser Land"""" - Markus Söder (CSU) im #ntv Frühstart #shorts""";10.06.2024 11:13;18;53124;18,0;104,83;142,0;4;168917;7733;572;693;0,0;0,4;2,4;1,3;8,2;2,2;10,6;3,4;11,1;7,1;18,6;14,2;20,4;;0,0;7768,0;0;0;0;572;337271;31012,0;3,24;Politik;7,0;3
